S1223 1% TE HiRes
 1.00150     0.00408
 0.99897     0.00608
 0.99542     0.00921
 0.99199     0.01236
 0.98860     0.01538
 0.98519     0.01820
 0.98169     0.02081
 0.97804     0.02324
 0.97419     0.02553
 0.97010     0.02774
 0.96575     0.02989
 0.96111     0.03203
 0.95618     0.03417
 0.95094     0.03634
 0.94538     0.03852
 0.93951     0.04073
 0.93330     0.04296
 0.92675     0.04521
 0.91986     0.04749
 0.91264     0.04978
 0.90511     0.05209
 0.89728     0.05440
 0.88917     0.05671
 0.88080     0.05902
 0.87220     0.06132
 0.86340     0.06360
 0.85441     0.06585
 0.84526     0.06808
 0.83597     0.07029
 0.82654     0.07246
 0.81700     0.07459
 0.80735     0.07670
 0.79762     0.07877
 0.78780     0.08080
 0.77790     0.08281
 0.76795     0.08477
 0.75794     0.08670
 0.74789     0.08859
 0.73780     0.09044
 0.72766     0.09226
 0.71748     0.09404
 0.70725     0.09579
 0.69699     0.09751
 0.68672     0.09919
 0.67641     0.10083
 0.66609     0.10244
 0.65573     0.10401
 0.64534     0.10555
 0.63491     0.10707
 0.62446     0.10855
 0.61400     0.11000
 0.60351     0.11142
 0.59301     0.11282
 0.58250     0.11418
 0.57196     0.11551
 0.56140     0.11681
 0.55082     0.11808
 0.54022     0.11933
 0.52961     0.12056
 0.51900     0.12175
 0.50840     0.12292
 0.49783     0.12406
 0.48730     0.12517
 0.47679     0.12624
 0.46632     0.12727
 0.45590     0.12827
 0.44554     0.12922
 0.43525     0.13013
 0.42505     0.13099
 0.41493     0.13180
 0.40491     0.13256
 0.39496     0.13325
 0.38512     0.13388
 0.37538     0.13445
 0.36577     0.13495
 0.35627     0.13537
 0.34687     0.13572
 0.33756     0.13599
 0.32831     0.13619
 0.31915     0.13631
 0.31013     0.13637
 0.30130     0.13634
 0.29269     0.13624
 0.28429     0.13603
 0.27607     0.13573
 0.26800     0.13532
 0.26006     0.13480
 0.25221     0.13416
 0.24442     0.13342
 0.23669     0.13255
 0.22900     0.13158
 0.22137     0.13050
 0.21380     0.12932
 0.20630     0.12803
 0.19887     0.12664
 0.19149     0.12513
 0.18415     0.12351
 0.17685     0.12178
 0.16960     0.11994
 0.16241     0.11801
 0.15530     0.11599
 0.14829     0.11388
 0.14137     0.11168
 0.13456     0.10940
 0.12787     0.10705
 0.12131     0.10463
 0.11492     0.10215
 0.10869     0.09962
 0.10263     0.09704
 0.09676     0.09442
 0.09107     0.09176
 0.08557     0.08908
 0.08027     0.08637
 0.07518     0.08367
 0.07031     0.08096
 0.06566     0.07827
 0.06123     0.07559
 0.05703     0.07294
 0.05304     0.07032
 0.04926     0.06773
 0.04568     0.06518
 0.04230     0.06268
 0.03912     0.06022
 0.03612     0.05781
 0.03331     0.05546
 0.03067     0.05316
 0.02820     0.05091
 0.02589     0.04870
 0.02373     0.04653
 0.02171     0.04440
 0.01982     0.04231
 0.01805     0.04025
 0.01640     0.03822
 0.01487     0.03622
 0.01343     0.03426
 0.01209     0.03233
 0.01084     0.03043
 0.00967     0.02857
 0.00859     0.02675
 0.00758     0.02496
 0.00665     0.02320
 0.00579     0.02149
 0.00500     0.01980
 0.00427     0.01814
 0.00361     0.01651
 0.00301     0.01492
 0.00246     0.01335
 0.00197     0.01181
 0.00154     0.01029
 0.00116     0.00881
 0.00083     0.00736
 0.00056     0.00595
 0.00034     0.00456
 0.00017     0.00320
 0.00006     0.00187
-0.00001     0.00056
-0.00002    -0.00073
 0.00003    -0.00202
 0.00012    -0.00329
 0.00027    -0.00455
 0.00048    -0.00581
 0.00074    -0.00706
 0.00108    -0.00826
 0.00152    -0.00940
 0.00208    -0.01044
 0.00279    -0.01138
 0.00365    -0.01219
 0.00466    -0.01290
 0.00578    -0.01350
 0.00701    -0.01400
 0.00832    -0.01442
 0.00967    -0.01477
 0.01108    -0.01503
 0.01256    -0.01523
 0.01411    -0.01538
 0.01573    -0.01548
 0.01743    -0.01557
 0.01922    -0.01565
 0.02109    -0.01573
 0.02307    -0.01580
 0.02514    -0.01586
 0.02732    -0.01591
 0.02962    -0.01593
 0.03205    -0.01593
 0.03462    -0.01590
 0.03736    -0.01584
 0.04028    -0.01574
 0.04343    -0.01560
 0.04683    -0.01544
 0.05050    -0.01524
 0.05448    -0.01501
 0.05877    -0.01473
 0.06341    -0.01441
 0.06842    -0.01403
 0.07384    -0.01359
 0.07969    -0.01307
 0.08601    -0.01248
 0.09279    -0.01180
 0.10002    -0.01104
 0.10766    -0.01020
 0.11564    -0.00927
 0.12386    -0.00826
 0.13227    -0.00717
 0.14082    -0.00598
 0.14953    -0.00467
 0.15845    -0.00325
 0.16761    -0.00170
 0.17707    -0.00004
 0.18685     0.00175
 0.19696     0.00363
 0.20735     0.00558
 0.21793     0.00756
 0.22859     0.00955
 0.23926     0.01154
 0.24991     0.01351
 0.26052     0.01546
 0.27111     0.01739
 0.28166     0.01928
 0.29216     0.02114
 0.30263     0.02296
 0.31306     0.02474
 0.32345     0.02649
 0.33382     0.02819
 0.34416     0.02985
 0.35447     0.03148
 0.36476     0.03305
 0.37503     0.03459
 0.38528     0.03608
 0.39551     0.03753
 0.40572     0.03893
 0.41591     0.04028
 0.42610     0.04159
 0.43627     0.04285
 0.44643     0.04406
 0.45658     0.04523
 0.46671     0.04635
 0.47682     0.04742
 0.48691     0.04844
 0.49698     0.04940
 0.50703     0.05032
 0.51708     0.05118
 0.52711     0.05199
 0.53714     0.05275
 0.54715     0.05345
 0.55716     0.05410
 0.56715     0.05470
 0.57712     0.05524
 0.58707     0.05572
 0.59701     0.05615
 0.60692     0.05653
 0.61681     0.05684
 0.62668     0.05710
 0.63652     0.05730
 0.64634     0.05743
 0.65614     0.05751
 0.66591     0.05753
 0.67565     0.05748
 0.68537     0.05737
 0.69505     0.05720
 0.70471     0.05696
 0.71433     0.05666
 0.72391     0.05630
 0.73345     0.05587
 0.74295     0.05537
 0.75239     0.05481
 0.76178     0.05418
 0.77112     0.05348
 0.78039     0.05271
 0.78960     0.05186
 0.79875     0.05095
 0.80783     0.04997
 0.81683     0.04892
 0.82574     0.04779
 0.83455     0.04660
 0.84326     0.04534
 0.85185     0.04400
 0.86030     0.04260
 0.86863     0.04113
 0.87680     0.03960
 0.88481     0.03801
 0.89264     0.03635
 0.90028     0.03464
 0.90771     0.03288
 0.91492     0.03108
 0.92189     0.02923
 0.92861     0.02734
 0.93506     0.02542
 0.94125     0.02345
 0.94719     0.02145
 0.95288     0.01940
 0.95832     0.01731
 0.96355     0.01515
 0.96857     0.01292
 0.97342     0.01061
 0.97812     0.00821
 0.98268     0.00571
 0.98713     0.00312
 0.99149     0.00045
 0.99574    -0.00226
 0.99850    -0.00408
