-0.087266463	-0.2915738	0.006711251
-0.078539816	-0.2507595	0.005309234
-0.06981317	-0.2098908	0.004096165
-0.061086524	-0.1689757	0.003072999
-0.052359878	-0.1280222	0.002240544
-0.043633231	-0.08703863	0.001599463
-0.034906585	-0.04603298	0.001150276
-0.026179939	-0.005013447	0.000893354
-0.017453293	0.0360118	0.000828921
-0.008726646	0.0770346	0.000957058
0	0.1180468	0.001277694
0.008726646	0.1590402	0.001790617
0.017453293	0.2000067	0.002495464
0.026179939	0.2409381	0.003391728
0.034906585	0.2818263	0.004478757
0.043633231	0.3226632	0.00575575
0.052359878	0.3634407	0.007221764
0.061086524	0.4041507	0.008875712
0.06981317	0.4447853	0.01071636
0.078539816	0.4853365	0.01274234
0.087266463	0.5257963	0.01495213
0.095993109	0.5661568	0.01734408
0.104719755	0.6064101	0.01991638
0.113446401	0.6465485	0.02266712
0.122173048	0.6865642	0.0255942
0.130899694	0.7264496	0.02869544
0.13962634	0.766197	0.03196848
0.148352986	0.8057988	0.03541086
0.157079633	0.8452476	0.03901997
0.165806279	0.884536	0.04279308
0.174532925	0.9236566	0.04672733
0.183259571	0.9626022	0.05081974
0.191986218	1.001366	0.05506719
0.200712864	1.03994	0.05946647
0.20943951	1.078318	0.06401422
0.218166156	1.116493	0.06870699
0.226892803	1.154458	0.07354119
0.235619449	1.192206	0.07851314
0.244346095	1.229731	0.08361905
0.253072742	1.267027	0.08885501
0.261799388	1.304086	0.09421701
0.270526034	1.340903	0.09970095
0.27925268	1.377472	0.1053026
0.287979327	1.413787	0.1110177
0.296705973	1.449841	0.1168419
0.305432619	1.485629	0.1227706
0.314159265	1.521145	0.1287994
0.322885912	1.556384	0.1349234
0.331612558	1.591341	0.1411381
0.340339204	1.626009	0.1474387
0.34906585	1.660385	0.1538201
0.357792497	1.694462	0.1602776
0.366519143	1.728237	0.1668061
0.375245789	1.761705	0.1734005
0.383972435	1.79486	0.1800556
0.392699082	1.827699	0.1867664
0.401425728	1.860217	0.1935275
0.410152374	1.892411	0.2003337
0.41887902	1.924276	0.2071796
0.427605667	1.955808	0.2140599
0.436332313	1.987004	0.2209691
0.445058959	2.017861	0.2279019
0.453785606	2.048374	0.2348527
0.462512252	2.078541	0.241816
0.471238898	2.108359	0.2487863
0.479965544	2.137825	0.2557582
0.488692191	2.166936	0.2627259
0.497418837	2.19569	0.269684
0.506145483	2.224083	0.276627
0.514872129	2.252115	0.2835491
0.523598776	2.279783	0.2904449
0.532325422	2.307085	0.2973088
0.541052068	2.334019	0.3041353
0.549778714	2.360584	0.3109187
0.558505361	2.386778	0.3176536
0.567232007	2.412599	0.3243345
0.575958653	2.438048	0.3309559
0.584685299	2.463123	0.3375122
0.593411946	2.487822	0.3439983
0.602138592	2.512146	0.3504085
0.610865238	2.536094	0.3567376
